game,publisher,min_rtp,max_rtp,default_rtp
Snowflakes,NextGen,96.58,96.58,
Shangri La (NextGen),NextGen,96.63,96.63,
Time is money,Realistic,95.45,95.45,
Rainbow Magic,Realistic,95.25,95.25,
Belissimo!,Games Global,93.23,93.23,
Big Top (Games Global),Games Global,96.94,96.94,
Big Top Circus,MultiSlot,96.88,96.88,
Paint,Iron Dog Studio,95.8,95.8,
Well of Wonders,Thunderkick,96.1,96.1,
Superman The Movie,Playtech,94.02,95.01,95.01
Superman II Slot,Playtech,95.03,95.03,
Jackpot King,Blueprint,92.48,92.48,
Shocking Wild,StakeLogic,96.13,96.13,
Fiesta Cubana,Side City,95.272,95.272,
Fortunes of the Amazons,Side City,95.8,95.8,
Space Invaders,Bell-Fruit Games,95.0,95.0,
Bug's World,iSoftBet,95.71,95.71,
Bunny Boiler Game ᐈ Game Info + Where to play,Games Global,95.27,95.27,
Bunny Boiler Gold Game ᐈ Game Info + Where to play,Games Global,95.27,95.27,
Giant Gems,Betdigital,96.12,96.12,
Captain Quids Treasure Quest,IGT,95.04,95.04,
Cash Cave,Ainsworth,94.04,94.04,
Planet of the Apes,NetEnt,96.33,96.33,
Jurassic World,Games Global,95.45,95.45,
Cash Clams,Games Global,94.99,94.99,
The Heat Is On (MahiGaming),MahiGaming,96.01,96.01,
Xing Guardian,NextGen,97.01,97.01,
Emojiplanet,NetEnt,96.4,96.4,
Cash Garden,MultiSlot,97.94,97.94,
Man of Steel,Playtech,0.99,95.05,95.05
Cash Splash 3 Reel,Games Global,91.51,91.51,
Champions,MultiSlot,95.91,95.91,
Gypsy Moon,IGT,94.13,94.13,
Beauty & The Beast (Yggdrasil),Yggdrasil,96.3,96.3,
Tower Treasure,Sigma Gaming,95.0,95.0,
Sakura Fortune,Quickspin,96.58,96.58,
Age of The Gods™ Prince of Olympus,Playtech,94.82,94.82,
Emperor's Gold,Barcrest,96.0,96.0,
Prissy Princess,Play'n Go,94.62,94.62,
10x Wins,Rival Gaming,94.75,94.75,
Hong Kong Tower,ELK Studios,96.3,96.3,
Gangster's Slot,Spinomenal,92.71,92.71,
Charmorama,Relax Gaming,96.96,96.96,
Circus Deluxe,Playson,95.21,95.21,
Cool Buck (Flash),Games Global,94.95,94.95,
Cosmic Cat,Games Global,96.52,96.52,
Couch Potato (Games Global),Games Global,97.43,97.43,
Crazy 80s,Games Global,96.94,96.94,
Crazy Chameleons,Games Global,96.07,96.07,
Critters,MultiSlot,96.15,96.15,
Dawn Of The Bread Game ᐈ Game Info + Where to play,Games Global,96.0,96.0,
Dino Might,Games Global,96.42,96.42,
Fields of Fortune,Playtech,96.22,96.22,
Mega Jackpots Star Lanterns,IGT,92.0,92.0,
888 Gold,Pragmatic Play,97.52,97.52,
Dice on Fire,StakeLogic,96.23,96.23,
Devils,StakeLogic,95.57,95.57,
Lord of Darkness,StakeLogic,96.41,96.41,
Midnight Rush,StakeLogic,96.63,96.63,
Tropical Adventure,StakeLogic,96.04,96.04,
London Bastards,StakeLogic,,,
Big Runner,Greentube,95.0,95.0,
Dancing Dragon (GT),Novomatic,,,
Jester´s Crown slot,Novomatic,,,
Kingdom of Legends,Novomatic,,,
Magic Jester,Novomatic,95.07,95.07,
Sirenas,Novomatic,,,
Sizzling Hot 6 extra gold,Greentube,95.0,95.0,
Temple of Secrets,Novomatic,90.0,90.0,
The King's Crown,Eurocoin Interactive,,,
Ultra Fruits,Novomatic,95.19,95.19,
7 Lucky Dwarfs,Leander Games,95.31,95.31,
Ali Baba,Jili Games,95.07,95.07,
Kites Kingdom,Sigma Gaming,95.5,95.5,
Dolly,Leander Games,94.59,94.59,
Dragon slot,Leander Games,93.37,93.37,
Glam or Sham,Leander Games,94.9,94.9,
Golden Rome,Leander Games,95.24,95.24,
Glutters,Leander Games,94.75,94.75,
Khepri,Leander Games,94.95,94.95,
Little Pigs,Leander Games,94.84,94.84,
Little Red	(Leander Games),Leander Games,94.97,94.97,
Mad Pinatas,Leander Games,95.25,95.25,
Magic Building,Leander Games,94.98,94.98,
Magic Gems (Leander Games),Leander Games,95.32,95.32,
Octopus Kingdom,Leander Games,94.91,94.91,
Pablo Picas,Leander Games,94.69,94.69,
Queen of Thrones,Leander Games,94.92,94.92,
Taxi! (Amaya),Amaya,97.0,97.0,
Zombie Rush,Leander Games,94.89,94.89,
Champion Raceway Game ᐈ Game Info + Where to play,IGT,96.66,96.66,
Double Magic (Games Global),Games Global,95.58,95.58,
3 Hit Pay,iSoftBet,95.41,95.41,
Arctic Agents,Games Global,96.13,96.13,
Lucky Fairy,Sigma Gaming,95.05,95.05,
Blood Suckers 2,NetEnt,96.94,96.94,
Easter Egg Hunt,MultiSlot,97.07,97.07,
Flying Ace,Games Global,94.95,94.95,
Foamy Fortunes Game ᐈ Game Info + Where to play,Games Global,96.0,96.0,
Cool Buck 2017,Games Global,96.0,96.0,
Mega Money Multiplier,MahiGaming,96.15,96.15,
Castle Builder II,Rabcat,95.5,95.5,
Chibeasties 2,Yggdrasil,96.2,96.2,
Gem Stones (MultiSlot),MultiSlot,96.5,96.5,
Gold Coast,Games Global,94.95,94.95,
Gold Trophy,Others,,,
Golden Ghouls Game ᐈ Game Info + Where to play,Games Global,95.0,95.0,
Orient Express,Yggdrasil,96.2,96.2,
Golden Legacy (MultiSlot),MultiSlot,98.25,98.25,
Wolf Cub,NetEnt,96.34,96.34,
Mr. Billionaire,Leander Games,96.02,96.02,
Lucky Easter,Red Tiger,95.24,95.24,
Lucky Valentine,Red Tiger,95.08,95.08,
Power Force Villains,Push Gaming,5.08,66.34,66.34
Power Force Heroes,Push Gaming,5.08,55.54,55.54
Apollo God of the Sun (Leander Games),Leander Games,94.17,94.17,
Luchadora,Thunderkick,96.2,96.2,
Roasty McFry and the Flame Busters,Thunderkick,96.1,96.1,
Journey Of The Sun,Games Global,95.88,95.88,
King Arthur (Microgaming),Games Global,95.07,95.07,
Cherry Blast (Iron Dog Studio),Iron Dog Studio,96.0,96.0,
Chain Reactors,Cozy,94.63,94.63,
Chain Reactors Trails,Cozy,94.58,95.08,94.58
Elven Magic,Red Tiger,95.02,95.02,
Lucky Pets,MultiSlot,98.19,98.19,
Four By Four,Games Global,96.87,96.87,
Magic Boxes,Games Global,89.37,89.37,
Money Mad Monkey,Games Global,96.23,96.23,
Munchkins,Games Global,95.33,95.33,
Premier Trotting Game ᐈ Game Info + Where to play,Games Global,90.65,90.65,
Sovereign Of The Seven Seas,Games Global,96.01,96.01,
Sumatran Storm,IGT,95.0,95.0,
Viking Runecraft,Play'n Go,94.66,94.66,
Cowboy Treasure,Games Inc,96.37,96.37,
Sun Quest,Games Global,95.22,95.22,
Hunt for Gold,Others,97.0,97.0,
Mr Toad,Play'n Go,97.0,97.0,
Oily Business,Others,96.2,96.2,
Misty Forest,CT Gaming,94.2,94.2,
Penalty Shoot Out (Playtech) Game ᐈ Game Info + Where to play,Playtech,97.2,97.2,
The Hidden Temple,Push Gaming,96.69,96.69,
In It to Win It,Games Global,96.34,96.34,
Beetle Jewels,iSoftBet,96.4,96.4,
KGB Bears,The Games Company,96.01,96.01,
Light Racers,The Games Company,96.01,96.01,
Little Pigs Strike Back,Games Global,94.84,94.84,
Oriental Fortune,Games Global,96.12,96.12,
Western Frontier,Games Global,96.75,96.75,
Meerkat Mayhem,Games Global,95.9,95.9,
Sunshine Reef,Games Global,93.76,93.76,
The Olympic Slots,iSoftBet,96.0,96.0,
Magic Charms,Games Global,95.99,95.99,
Super Tricolor,iSoftBet,94.8,95.3,95.3
Queen of Atlantis,Pragmatic Play,94.91,94.91,
Panda Pow,Lightning Box,95.51,95.51,
Irish Charms (Pragmatic Play),Pragmatic Play,96.96,96.96,
Lion Dance (Red Tiger),Red Tiger,95.18,95.18,
Matsuri (Play'n Go),Play'n Go,94.15,94.15,
The Forgotten Land of Lemuria,Games Global,95.26,95.26,
The Joy of Six,Games Global,96.21,96.21,
Wild Antics,Blueprint,95.5,95.5,
Wheel of Wealth Special Edition,Games Global,95.87,95.87,
Track And Field Mouse,Games Global,96.5,96.5,
Triple Red Hot 7s,IGT,94.91,94.91,
Tiger Moon,Aristocrat,96.1,96.1,
Wow Pot,Games Global,89.63,89.63,
Jukepot,NYX Gaming Group,97.07,97.07,
Lots a Loot,Games Global,90.07,90.07,
Money Bee,iGaming2go,94.2,94.2,
Hot Fruits (iGaming2go),iGaming2go,94.4,94.4,
Top Cat,Blueprint,92.48,92.48,
Casper's Mystery Mirror,Blueprint,94.93,94.93,
Cleopatra's Gold (Leander Games),Leander Games,96.37,96.37,
Fortune (G.Games) Game ᐈ Game Info + Where to play,G.Games,92.0,92.0,
Magic Game ᐈ Game Info + Where to play,G.Games,92.0,92.0,
Gulliver's Travels,NYX Gaming Group,93.01,93.01,
Imperial Dragon,Blueprint,95.53,95.53,
Jewel Strike,Blueprint,96.09,96.09,
Jewel Twist,Blueprint,94.84,94.84,
Jungle Jackpots,Blueprint,95.63,95.63,
Luck O' The Irish Fortune Spins Slot Review & Free Demo,Blueprint,95.05,95.05,
Slots O' Gold Slot Free Play & Game Review 2025,Blueprint,92.48,92.48,
Pirates Treasures Deluxe,Playson,96.6,96.6,
Supershots,Leander Games,95.05,95.05,
Supertimer,Leander Games,95.48,95.48,
Super Spinner Bar X,Blueprint,92.5,92.5,
The Baron,Games Warehouse,94.59,94.59,
King Stones,Relax Gaming,96.78,96.78,
Magical Dice Game ᐈ Game Info + Where to play,Relax Gaming,99.875,99.875,
Jewel Quest Riches,Old Skool Studios,7.13,61.56,61.56
Prosperity Twin,NextGen,95.446,96.287,96.287
Golden Mane,NextGen,96.96,96.96,
"Jackpot Jester 50,000",NextGen,95.08,99.902,95.08
Balthazars Wild Emporium,CORE Gaming,94.02,94.02,
Mandarin Orchid,CORE Gaming,95.39,95.39,
Jackpotz,CORE Gaming,94.0,94.0,
Beehive Bedlam,CORE Gaming,92.84,94.37,94.37
Pharaohs Wild,CORE Gaming,94.0,94.0,
Rainbow Riches Free Spins,Barcrest,95.17,95.17,
Crystal Ball (Gamomat),Gamomat,96.12,96.12,
Maaax Diamonds,Bally Wulff,96.07,96.07,
Treasures of Tombs Hidden Gold,Playson,95.08,95.08,
Panther Queen,Pragmatic Play,95.5,95.5,
Time Warp Guardian,Playson,96.44,96.44,
Slotomoji,Endorphina,96.0,96.0,
Ming Warrior,Ainsworth,93.88,93.88,
Trojan Treasure,Ainsworth,94.16,94.16,
Sahara Queen,Genesis,97.2,97.2,
Lucky Dragon Boat,Genesis,97.56,97.56,
Piñata Bandidos,Genesis,97.19,97.19,
Black Beauty,Bally Wulff,96.1,96.1,
Wild Rapa Nui,Bally Wulff,96.14,96.14,
Chuzzle,Blueprint,95.01,95.01,
Theatre of Night,NextGen,96.14,96.14,
Forbidden Throne,MahiGaming,96.01,96.01,
Candy Dreams (Microgaming),Games Global,96.82,96.82,
Fortune Girl (Microgaming),Games Global,95.02,95.02,
Night Wolves,Gamomat,96.11,96.11,
Tiki Land,MultiSlot,96.57,96.57,
Balloonies Farm,IGT,95.0,95.0,
Eye Of Horus Demo & Review,Merkur,96.31,96.31,
Magic monk Rasputin,edict,94.77,94.77,
Age of the Gods Goddess of Wisdom,Playtech Origins,94.94,94.94,
Copy Cats,NetEnt,96.76,96.76,
Fairytale Legends: Hansel and Gretel,NetEnt,96.71,96.71,
Fruit Blast (Skillzzgaming),Skillzzgaming,94.02,94.02,
Chests of Plenty,Ash Gaming,93.0,93.0,
King Kong Cash Slot Review & Free Demo,Blueprint,95.8,95.8,
The Odd Forest,Foxium,96.12,96.12,
Gifts of Ostara,Iron Dog Studio,96.7,96.7,
The Lost Riches of Amazon,Foxium,96.06,96.06,
Juicy Booty,SUNFOX Games,96.03,96.03,
The Wild Life,IGT,96.16,96.16,
Lucky3,iSoftBet,96.0,96.0,
Totem Lightning,Red Tiger,95.27,95.27,
Zany Zebra,Games Global,94.96,94.96,
Life of Brian,Playtech,94.0,94.0,
2027 ISS,Endorphina,96.0,96.0,
Tunzamunni,Games Global,90.03,90.03,
Creepy Castle,Chance Interactive,95.124,95.124,
Toy Factory,Blueprint,92.5,92.5,
Who Wants to Be a Millionaire (Ash Gaming),Ash Gaming,91.0,91.0,
Cubis,NYX Gaming Group,94.38,94.38,
White Buffalo (Microgaming),Games Global,95.56,95.56,
White Buffalo (Amaya),Amaya,96.0,96.0,
Hit2Split,NetEnt,96.3,96.3,
Kitchen drama Sushi Mania,Nolimit City,96.77,96.77,
Ted Slot Game Review & Free Demo,Blueprint,95.81,95.81,
Pharaoh's Gems Game ᐈ Game Info + Where to play,Games Global,95.0,95.0,
Crazy Pop,GamesLab,95.082,96.022,96.022
King Kong: Island of Skull Mountain,NYX Gaming Group,96.0,96.0,
Jewel of the Jungle,GamesLab,96.6,96.6,
Wolf Gold Demo & Review,Pragmatic Play,96.01,96.01,
Ice Breaker,Push Gaming,21.2,75.59,75.59
Boom Bucks,Betsoft,95.0,95.0,
The Sky's the Limit,Live 5,86.0,92.0,92.0
Cuckoo (Endorphina),Endorphina,96.0,96.0,
Lady Jester,Novomatic,96.0,96.0,
Crystal Odyssey,Eurocoin Interactive,96.0,96.0,
Winter Queen,Novomatic,95.02,95.02,
Read our Minesweeper slot review and play demo for free,BGAMING,98.4,98.4,
Asena,Bally Wulff,96.18,96.18,
Big Buck Bunny,Merkur,96.0,96.0,
Book of Romeo & Julia,Gamomat,96.12,96.12,
Power plant,Yggdrasil,96.0,96.0,
King of Atlantis (IGT),IGT,95.0,95.0,
Legend of the Pharaohs,Barcrest,96.1,98.1,96.1
Rolling Stone Age,CORE Gaming,92.0,94.09,94.09
The Angler,Betsoft,97.1,97.1,
Siberian Storm Dual Play,IGT,92.53,92.53,
3 Kingdoms – Battle of Red Cliffs,Pragmatic Play,96.5,96.5,
In Jazz,Endorphina,96.0,96.0,
Magic Dragon,GameArt,95.8,95.8,
Money Farm 2,GameArt,95.74,95.74,
Texas Rangers Reward,GameArt,95.66,95.66,
Tiger Heart,GameArt,95.14,95.14,
Hero's Quest,Bally Wulff,60.0,60.0,
Mighty 40,Bally Wulff,58.74,58.74,
Mystic Force,Bally Wulff,60.0,60.0,
Thor's Hammer,Bally Wulff,96.09,96.09,
La Rouge,Old Skool Studios,95.03,95.03,
Chang'e Goddess Of The Moon (Genesis),Genesis,95.26,95.26,
Cai Shen's Fortune,Genesis,97.21,97.21,
Danger High Voltage,Big Time Gaming,95.67,95.67,
Thunder Cash,Ainsworth,94.07,94.07,
The Enforcer,Ainsworth,93.84,93.84,
221b Baker Street HD,Merkur,97.0,97.0,
Big Rex,WMS,96.0,96.0,
Aztec Warrior Princess,Play'n Go,96.69,96.69,
Butterfly Staxx,NetEnt,94.05,94.05,
RoboCop,Playtech,96.24,96.24,
Angel Princess,Blueprint,90.21,90.21,
Ice Cave,Playtech Vikings,96.13,96.13,
Valhalla (Betdigital),Betdigital,94.0,94.0,
Owl Eyes NEW,NextGen,95.3,95.3,
Horror Circus,The Better Platform,95.87,95.87,
Re-Trigger Happy Pull Tab Game ᐈ Game Info + Where to play,Realistic,96.13,96.13,
Mobster Lobster,Genesis,95.26,95.26,
Wins of Fortune,Quickspin,96.54,96.54,
Enchanting Spells,2by2 Gaming,95.98,95.98,
Magic Book 6,Bally Wulff,95.99,95.99,
Queen Of The North,Bally Wulff,96.09,96.09,
Texas Tycoon,Bally Wulff,95.95,95.95,
Tom Sawyer,Bally Wulff,96.4,96.4,
The Shaman King,Bally Wulff,96.36,96.36,
Sunny Shores,Yggdrasil,96.2,96.2,
Marioni Show,Playson,95.16,95.16,
Sea Raider,Bunfox,96.72,96.72,
Pot O' Gold (Amaya),Amaya,92.0,92.0,
Magic Castle,IGT,95.0,95.0,
Cinderella (Red Tiger),Red Tiger,95.2,95.2,
Three Musketeers (Red Tiger),Red Tiger,95.26,95.26,
Beautiful Bones,Games Global,96.55,96.55,
Monty Python and the Holy Grail,Playtech,94.18,94.18,
SatoshiSlot Flash,satoshislot,96.5,96.5,
Redroo,Lightning Box,95.3,95.3,
The Explorers' Quest,ZeusPlay,93.7,93.7,
MultiFruit 81,Play'n Go,94.36,94.36,
Get Clucky,IGT,95.7,95.7,
Golden Dice 3,ZeusPlay,94.0,94.0,
Mad Cubes 25,ZeusPlay,92.8,92.8,
Sticky Bandits,Quickspin,96.58,96.58,
Goldilocks with Achievements Engine,Quickspin,96.84,96.84,
Stellar Jackpots with Serengeti Lions,Lightning Box,97.01,97.01,
Dice Tronic,ZeusPlay,94.0,94.0,
Super Hot (Zeus),ZeusPlay,92.8,92.8,
40 Flaming Lines,ZeusPlay,93.1,93.1,
Eternal Desire Demo & Slot Review,ZeusPlay,96.0,96.0,
Amuns Book HD,ZeusPlay,94.14,94.14,
Captain Nelson Deluxe,ZeusPlay,95.0,95.0,
Dark Ninja,ZeusPlay,94.6,94.6,
Le Mystere de Prince,ZeusPlay,94.3,94.3,
Legend of the Sea,ZeusPlay,95.0,95.0,
Magic Seven Delux,ZeusPlay,94.0,94.0,
Snake Eyes,ZeusPlay,92.36,92.36,
Keno 8 (ZeusPlay) Game ᐈ Game Info + Where to play,ZeusPlay,,,
Page of Fortune Deluxe,ZeusPlay,94.14,94.14,
27 Hot Lines Delux,ZeusPlay,92.8,92.8,
Fire Twenty Deluxe,ZeusPlay,93.8,93.8,
Age of the Gods: God of Storms Demo & Slot Review,Playtech Vikings,96.14,96.14,
Adventures Beyond Wonderland (SUNFOX Games),SUNFOX Games,89.58,94.6,94.6
Heart of the Frontier,Playtech,96.09,96.09,
Kulup (Club),Leander Games,94.84,94.84,
Fruit Spin,NetEnt,96.84,96.84,
Amazon's Diamonds,Greentube,95.05,95.05,
Book of Ra Deluxe Jackpot Edition,Novomatic,95.1,95.1,
Dragon Sisters,Push Gaming,96.73,96.73,
Pick A Fortune,Sigma Gaming,95.79,95.79,
Ivanhoe,ELK Studios,96.3,96.3,
Barber Shop Uncut,Thunderkick,97.0,97.0,
RA's Legend,Red Tiger,95.26,95.26,
8 Bit Intruders,Genesis,97.28,97.28,
Crosstown Chicken,Genesis,96.29,96.29,
Super Sumo,Fantasma Games,95.18,95.18,
Underwater Pearls,ZeusPlay,94.0,94.0,
Trojan Horse,ZeusPlay,94.0,94.0,
Disco Fever (Zeus Play),ZeusPlay,94.0,94.0,
Royal Jewels (Zeus Play),ZeusPlay,94.0,94.0,
Honey Money (Zeus Play),ZeusPlay,94.0,94.0,
Arabian Dream,ZeusPlay,22.3,71.4,71.4
Butterfly Hot 10,ZeusPlay,92.1,92.1,
Butterfly Hot 20,ZeusPlay,94.0,94.0,
Dr. Jekyll Goes Wild,Barcrest,96.0,96.0,
Candy Land (Zeus Play),ZeusPlay,94.0,94.0,
Guardian of the Sand,ZeusPlay,95.0,95.0,
Hot 5 Deluxe,ZeusPlay,93.9,93.9,
Lady of the Forest,ZeusPlay,93.7,93.7,
Magic Charm,ZeusPlay,93.7,93.7,
Princess Chintana,ZeusPlay,95.0,95.0,
Butterfly Classic,ZeusPlay,94.0,94.0,
Cherry's Land,ZeusPlay,94.0,94.0,
The Lost Temple,ZeusPlay,92.8,92.8,
European Roulette 3D Deluxe Game ᐈ RTP + Game info,ZeusPlay,,,
Fruitful Siesta,Playson,95.44,95.44,
Robo Smash,iSoftBet,95.0,95.0,
Wizard of Oz Road to Emerald City,WMS,96.0,96.0,
Tumble Dwarf,Cayetano Gaming,94.49,94.49,
Sizzling Peppers,StakeLogic,95.0,95.0,
The Magic Shoppe,Betsoft,94.58,94.58,
Gnome Wood,Rabcat,96.16,96.16,
Gold Train (Pragmatic Play),Pragmatic Play,96.17,96.17,
8 Dragons (Pragmatic Play),Pragmatic Play,96.37,96.37,
Booster,iSoftBet,95.6,95.6,
Castle Blood,GameArt,96.95,96.95,
Spina Colada,Yggdrasil,96.3,96.3,
Joker Poker (FUGA Gaming) Game ᐈ RTP + Game info,FUGA Gaming,96.0,96.0,
Mighty Wilds,Ainsworth,93.82,93.82,
Flash Cash,Ainsworth,93.93,93.93,
Universal Monsters: The Phantom's Curse,NetEnt,96.57,96.57,
Bars and Bells (Amaya),Amaya,95.0,95.0,
Man in Mask,Capecod Gaming,97.19,97.19,
Black Gold Texas Riches,Capecod Gaming,97.3,97.3,
Neon Strike,Capecod Gaming,98.0,98.0,
Vikings (Capecod Gaming),Capecod Gaming,97.05,97.05,
Er Colosseo,Capecod Gaming,98.01,98.01,
Portals & Dragons,Capecod Gaming,98.12,98.12,
Cavemen,Capecod Gaming,96.48,96.48,
Cupid: Wild at Heart,Blueprint,1.0,1.0,
Austin Powers,Blueprint,95.53,95.53,
3 Lions,Blueprint,94.76,94.76,
Amigos Gold,Blueprint,91.74,91.74,
Bejeweled Cascades,Blueprint,96.11,96.11,
Cleopatras Riches,Leander Games,95.75,95.75,
Lucky Duck (Blueprint),Blueprint,91.06,91.06,
Cop the Lot,Blueprint,94.18,94.18,
Worms (Blueprint),Blueprint,95.24,95.24,
Worms Reloaded,Blueprint,92.66,92.66,
Wild Play SuperBet,NextGen,97.46,97.46,
Deal or No Deal: What's In Your Box,Blueprint,92.6,92.6,
Diamond Jackpots,Blueprint,94.12,94.12,
Egyptian Goddess,Blueprint,93.97,93.97,
Fairy Fortunes,Blueprint,91.23,91.23,
Gold Leaf Clover,Blueprint,95.51,95.51,
Harry Trotter The Pig Wizard,Blueprint,94.68,94.68,
Heroes of Spin (Blueprint),Blueprint,95.58,95.58,
Kingdom of Wealth,Blueprint,95.93,95.93,
Once upon a Rhyme,Blueprint,96.36,96.36,
Peggle Slots,Blueprint,95.15,95.15,
Bollywood Party,Sigma Gaming,95.0,95.0,
Rollem Rollem,Sigma Gaming,95.0,95.0,
Hi Lo Roller,Sigma Gaming,95.0,95.0,
The Jewel Thief,Sigma Gaming,95.14,95.14,
Gringo Dineros,Sigma Gaming,95.14,95.14,
Peter Pan (Blueprint),Blueprint,95.15,95.15,
Red Hot Fruits (Blueprint),Blueprint,92.02,92.02,
Thai Princess,Blueprint,95.53,95.53,
The Naked Gun,Blueprint,93.57,93.57,
Chariots of Fire,Rival Gaming,94.89,94.89,
Ten Suns,Rival Gaming,96.2,96.2,
Alien Spinvasion!,Rival Gaming,95.98,95.98,
Super Spins Bar X Gold,Blueprint,92.5,92.5,
Dollars to Donuts,Rival Gaming,94.3,94.3,
Vegas Slots: Pay It Again,Blueprint,94.04,94.04,
Fairground Fortunes Ghost Train,Psiclone Games,94.06,94.06,
Vikings of Fortune,Blueprint,96.51,96.51,
Viz,Blueprint,95.53,95.53,
Plants vs. Zombies: Wild Gargantuar,Blueprint,91.56,91.56,
Roller Coaster Dice Game ᐈ RTP + Game info,Playtech,96.97,96.97,
Mega Ball (Playtech) Game ᐈ Game Info + Where to play,Playtech,95.0,95.0,
Aladdin's Legacy,Amaya,95.0,95.0,
Amazon Adventure,Amaya,95.5,95.5,
7UP! (Endorphina),Endorphina,96.0,96.0,
Valkyries of Odin,StakeLogic,96.04,96.04,
Arthur's Quest II,Amaya,94.0,94.0,
Barnyard Boogie,Amaya,,,
Battle for Olympus,Amaya,94.75,94.75,
Blackbeard's Gold,Amaya,92.98,92.98,
Buccaneer's Bounty,Amaya,94.5,94.5,
Bullseye Bucks,Amaya,96.63,96.63,
Caesar Salad,Amaya,94.5,94.5,
Captain Nemo (Amaya),Amaya,94.6,94.6,
Cash Inferno,Amaya,95.0,95.0,
Cash n' Clover,Amaya,95.5,95.5,
Cleo Queen of Egypt,Amaya,95.3,95.3,
Dam Rich,Amaya,94.85,94.85,
Desert Dreams,Amaya,94.5,94.5,
Money Heat,Ainsworth,94.34,94.34,
Sugar Parade,Games Global,96.5,96.5,
Six Acrobats,Games Global,96.5,96.5,
Olympus,Genesis,95.05,95.05,
Dolphin King,Amaya,94.5,94.5,
Lust & Fortune,Genesis,97.33,97.33,
Primetime Combat Kings,Genesis,94.91,94.91,
Double the Devil,Amaya,94.92,94.92,
Draco's Fire,Amaya,95.5,95.5,
Dragon 8s,Amaya,89.99,89.99,
Dragon Parade,Amaya,91.79,91.79,
Fantasy Realm,Amaya,93.91,93.91,
Ferris Bueller's Day Off,Amaya,94.41,94.41,
Sweet Sins,Novomatic,95.12,95.12,
Top o' the Money,Novomatic,96.05,96.05,
Savannah Storm,Novomatic,95.19,95.19,
Mystery Reels (Red Tiger) Online Slot Review and Free Demo Play ✔️,Red Tiger,96.24,96.24,
Fire Flies,Amaya,94.75,94.75,
Forrest Gump,Amaya,94.38,94.38,
Fruit Party (Amaya),Amaya,94.0,94.0,
Golden Jaguar,Amaya,94.75,94.75,
Geckos Gone Wild,Amaya,94.64,94.64,
Juju Jack,Amaya,94.5,94.5,
Just Vegas,Amaya,96.4,96.4,
5th Avenue,NeoGames,93.5,93.5,
Adventure Jack,NeoGames,93.0,93.0,
Astrodice,NeoGames,93.0,93.0,
Lucky Lager,Amaya,94.75,94.75,
Millionaires Club,Amaya,94.13,94.13,
Millionaires Club II,Amaya,94.13,94.13,
Sweet 27,Play'n Go,94.23,94.23,
Millionaires Club III,Amaya,94.55,94.55,
Monkey in the Bank,Amaya,94.64,94.64,
Noughty Crosses,Amaya,96.63,96.63,
Atlantis (NeoGames),NeoGames,,,
Bedtime Stories,Booming Games,,,
Auto Show,NeoGames,,,
Bon Appetit (NeoGames),NeoGames,93.5,93.5,
Cafe Paris,NeoGames,,,
Oktoberfest by Amaya,Amaya,94.0,94.0,
Outta Space Adventure,Amaya,93.87,93.87,
Castle Slot,NeoGames,90.82,90.82,
Quest of Kings,Amaya,93.95,93.95,
Penguins in Paradise,Amaya,93.49,93.49,
Picnic Panic,Amaya,93.5,93.5,
Pirate Plunder (Amaya),Amaya,93.0,93.0,
Pints and Pounds,Amaya,94.01,94.01,
Platinum Pyramid,Amaya,94.45,94.45,
Rags to Riches,Amaya,94.45,94.45,
Conga Beat,NeoGames,,,
Rickety Cricket,Amaya,94.78,94.78,
Dress Up Diva,NeoGames,,,
Egyptian Magic (NeoGames),NeoGames,,,
Wonder Woman Jackpots,Amaya,94.48,94.48,
Fair Play,NeoGames,,,
Fruity Friends,NeoGames,94.99,94.99,
Funtastic Pets,NeoGames,93.0,93.0,
Vampires vs Werewolves,Amaya,98.0,98.0,
Samba Nights,Amaya,95.47,95.47,
Savannah Sunrise,Amaya,95.42,95.42,
Shark Bite,Amaya,94.75,94.75,
Shogun Showdown,Amaya,95.0,95.0,
Siberian Siren,Amaya,91.51,91.51,
Silent Screen,Amaya,93.87,93.87,
Grand Crown (NeoGames),NeoGames,96.0,96.0,
Sinful Spins,Amaya,96.0,96.0,
So Hot,Amaya,94.64,94.64,
Spinning 7's,Amaya,90.02,90.02,
Street Fighter II (Amaya),Amaya,95.34,95.34,
Sunday Afternoon Classics,Amaya,93.87,93.87,
Superman Jackpots,Amaya,94.48,94.48,
Holiday Hotel,NeoGames,90.65,90.65,
Ice Land (NeoGames),NeoGames,,,
Midas Touch (Rival Gaming),Rival Gaming,94.67,94.67,
Legend of Terra,NeoGames,94.0,94.0,
Lucky Machines,NeoGames,,,
Fruits Gone Wild,StakeLogic,95.36,95.36,
Jurassic Giants,Pragmatic Play,95.02,95.02,
Sushi Express,Amaya,95.1,95.1,
Taxi! (Amaya),Amaya,97.0,97.0,
Thai Sunrise,Amaya,93.86,93.86,
The Zombies,Amaya,76.27,76.27,
Thundering Zeus,Amaya,97.0,97.0,
Spin 'n Win,Amaya,88.0,90.0,88.0
888 Dragons (Pragmatic Play),Pragmatic Play,95.76,95.76,
Triple Bonus Spin 'n Win,Amaya,94.0,94.0,
Valley of the Scarab,Amaya,94.75,94.75,
Wild Vegas (Cozy),Cozy,95.93,95.93,
Bargainista,Cozy,93.58,93.58,
Rolling in the Dough,Cozy,95.93,95.93,
